artist_id,artist_name,popularity,followers,genres,photo
1XgKXdxIUPxjdZQgrv0dbR,Dj Sunil,28,26,[],[]
1Xoow41U5fn5DwlMlYt7Gw,Hard Kaur,49,4912,['desi hip hop'],https://i.scdn.co/image/889f5142cb0c229130777581d24ff45fd64331ea
1YDHJp6tlLwbVaqL0qZ6Qx,Ravi Mishra,33,114,[],https://i.scdn.co/image/ab6761610000e5ebd2b049521d859adaba77f12c
1ZCPRtzF2CRFnP9OYHQGmN,Anugrah,42,39,[],https://i.scdn.co/image/ab67616d0000b2730624c50fc4e9b37e19b70da4
1ZjTtkG8iHppYgibGNc4rw,Mumzy Stranger,53,61058,"['desi hip hop', 'desi pop']",https://i.scdn.co/image/ab6761610000e5eb7a40662d01a83222451acb22
1abwbKiBr7zorRfj7JhMPY,Subramanium,23,1,[],[]
1bTROl5p3rGTpvKeWnGgrw,Sohail Sen,56,422521,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",https://i.scdn.co/image/ab6761610000e5ebf95f20e92773879f369eae52
1bdHclfogjpbNOpgEfGV36,Rahul Seth,12,5,[],https://i.scdn.co/image/ab67616d0000b2734c4ab21a0f612634e96e26d6
1c9i7ZEcpmRugZrD3AgQgE,Aishwarya,38,284,[],https://i.scdn.co/image/ab67616d0000b273d15e893942295bd48df9a8f2
1cQNjl59FDiyiqDnmyhMvG,Rana Mazumder,32,2037,['bangla pop'],https://i.scdn.co/image/ab6761610000e5eb8f6e02fa3200bcccb02827fc
1cXjeY6DeuvHqOLioXcHZk,Shubha Mudgal,43,81462,"['classic bollywood', 'filmi', 'ghazal', 'hindustani classical', 'sufi']",https://i.scdn.co/image/ab6761610000e5eb86669ab5d51b4747b926c1ee
1cfG7UM0OD4O1II1nd15Qo,Ash King,64,787066,"['desi pop', 'filmi', 'modern bollywood']",https://i.scdn.co/image/ab6761610000e5ebe675e42665c0bb20d55ea773
1ciT67XXpG2HOVsLQjKdv6,Ankur Tewari,48,143343,"['indian indie', 'indian rock', 'indian singer-songwriter', 'modern bollywood', 'pakistani pop']",https://i.scdn.co/image/ab6761610000e5eb9b2d9c0d0f0be63c7bdc6533
1cw8NspBF8JctQm5rpn3pv,Rashid Khan,48,46185,"['ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical', 'khayal']",https://i.scdn.co/image/ab67616d0000b273e108cdcfc16d1c27220fc8dd
1d1zBysvyutA5en7DZnvJW,Danish Sabri,38,316,[],https://i.scdn.co/image/ab67616d0000b273f0209087d54224d7b9c5bbee
1dVygo6tRFXC8CSWURQJq2,Sonu Nigam,72,6729476,"['desi pop', 'filmi', 'modern bollywood']",https://i.scdn.co/image/ab6761610000e5ebbc959d7569618ec2af2210f5
1eyehG6qD18prgtCvvbDnc,Monty,13,130,[],https://i.scdn.co/image/ab67616d0000b27330e433979f20855057bccb03
1eymZReguIMWssA0Skxa68,Aishwarya Bhandari,37,151,[],https://i.scdn.co/image/ab6761610000e5ebb5cc9599d3bdbb327dfcc84a
1fn1zda146dVI8wNdqi9l6,Krsna Solo,39,8425,[],https://i.scdn.co/image/ab6761610000e5ebe5ae5cbb6385eb43d32dfa1e
